order_id,user_id,order_date,time,order_hour_of_day,product_name,quantity,price,category,product_id,revenue,month_year
1020,361,2024-10-24,9:54:00,9,Banana,1,235.39,Fruits & Vegetables,707,235.39,2024-10
1020,361,2024-10-24,9:54:00,9,Cake,2,336.83,Bakery,870,673.66,2024-10
1020,361,2024-10-24,9:54:00,9,Floor Cleaner,1,15.08,Household,761,15.08,2024-10
1020,361,2024-10-24,9:54:00,9,Shoes,3,286.73,Footwear,867,860.19,2024-10
1020,361,2024-10-24,9:54:00,9,Apple,3,334.99,Fruits & Vegetables,706,1004.97,2024-10
1021,103,2024-04-04,18:01:00,18,Chocolate,1,468.01,Snacks,278,468.01,2024-04
1021,103,2024-04-04,18:01:00,18,Popcorn,3,104.83,Snacks,587,314.49,2024-04
1021,103,2024-04-04,18:01:00,18,Orange,1,412.56,Fruits & Vegetables,352,412.56,2024-04
1021,103,2024-04-04,18:01:00,18,Diapers,3,51.06,Baby Care,128,153.18,2024-04
1021,103,2024-04-04,18:01:00,18,Pain Reliever,1,112.46,Health & Wellness,429,112.46,2024-04
1021,103,2024-04-04,18:01:00,18,Shirt,3,422.24,Clothing,871,1266.72,2024-04
1021,103,2024-04-04,18:01:00,18,Coffee,2,40.4,Beverages,620,80.8,2024-04
1022,113,2024-08-12,8:34:00,8,Dress,2,252.55,Clothing,824,505.1,2024-08
1022,113,2024-08-12,8:34:00,8,Croissant,2,207.88,Bakery,455,415.76,2024-08
1022,113,2024-08-12,8:34:00,8,Prawns,1,33.0,Meat & Seafood,492,33.0,2024-08
1022,113,2024-08-12,8:34:00,8,Juice,1,404.69,Beverages,384,404.69,2024-08
1022,113,2024-08-12,8:34:00,8,Shampoo,1,124.56,Personal Care,840,124.56,2024-08
1023,198,2024-01-29,9:43:00,9,Rice,1,292.74,Grains & Staples,725,292.74,2024-01
1023,198,2024-01-29,9:43:00,9,Lentils,1,273.76,Grains & Staples,481,273.76,2024-01
1023,198,2024-01-29,9:43:00,9,Spices,2,133.19,Grains & Staples,887,266.38,2024-01
1023,198,2024-01-29,9:43:00,9,Pastry,2,111.85,Bakery,601,223.7,2024-01
1023,198,2024-01-29,9:43:00,9,Tissue,1,104.62,Household,345,104.62,2024-01
1024,168,2024-10-27,14:55:00,14,Shampoo,2,225.72,Personal Care,474,451.44,2024-10
1024,168,2024-10-27,14:55:00,14,Dress,1,411.05,Clothing,894,411.05,2024-10
1024,168,2024-10-27,14:55:00,14,Electric Kettle,3,498.01,Electronics,542,1494.03,2024-10
1025,47,2024-08-06,22:54:00,22,Toilet Paper,2,499.53,Household,879,999.06,2024-08
1025,47,2024-08-06,22:54:00,22,Orange,3,359.78,Fruits & Vegetables,625,1079.34,2024-08
1025,47,2024-08-06,22:54:00,22,Dishwashing Liquid,2,30.4,Household,566,60.8,2024-08
1026,205,2024-06-10,8:41:00,8,Chips,2,98.99,Snacks,894,197.98,2024-06
1026,205,2024-06-10,8:41:00,8,Wheat Flour,1,155.83,Grains & Staples,761,155.83,2024-06
1026,205,2024-06-10,8:41:00,8,Energy Drink,2,195.84,Beverages,548,391.68,2024-06
1026,205,2024-06-10,8:41:00,8,Beef,3,226.35,Meat & Seafood,757,679.05,2024-06
1026,205,2024-06-10,8:41:00,8,Detergent,3,55.93,Household,497,167.79,2024-06
1026,205,2024-06-10,8:41:00,8,Tea,3,50.45,Beverages,194,151.35000000000002,2024-06
1027,75,2024-11-05,22:38:00,22,Chicken Breast,3,491.37,Meat & Seafood,843,1474.1100000000001,2024-11
1027,75,2024-11-05,22:38:00,22,Bread,3,19.13,Bakery,711,57.39,2024-11
1027,75,2024-11-05,22:38:00,22,Potato,1,44.56,Fruits & Vegetables,689,44.56,2024-11
1027,75,2024-11-05,22:38:00,22,Shampoo,1,412.73,Personal Care,488,412.73,2024-11
1027,75,2024-11-05,22:38:00,22,Toothpaste,3,416.59,Personal Care,427,1249.77,2024-11
1028,427,2024-08-22,12:39:00,12,Spinach,1,276.14,Fruits & Vegetables,859,276.14,2024-08
1028,427,2024-08-22,12:39:00,12,Croissant,2,358.45,Bakery,843,716.9,2024-08
1028,427,2024-08-22,12:39:00,12,Spices,2,156.19,Grains & Staples,576,312.38,2024-08
1028,427,2024-08-22,12:39:00,12,Toothpaste,3,471.66,Personal Care,361,1414.98,2024-08
1028,427,2024-08-22,12:39:00,12,Spices,2,118.25,Grains & Staples,165,236.5,2024-08
1028,427,2024-08-22,12:39:00,12,Sugar,1,430.37,Grains & Staples,627,430.37,2024-08
1029,473,2024-04-14,13:44:00,13,Prawns,3,78.5,Meat & Seafood,901,235.5,2024-04
1029,473,2024-04-14,13:44:00,13,Marker,3,37.3,Stationery,255,111.89999999999999,2024-04
1029,473,2024-04-14,13:44:00,13,Salt,3,65.17,Grains & Staples,420,195.51,2024-04
1029,473,2024-04-14,13:44:00,13,Dress,1,345.05,Clothing,596,345.05,2024-04
1029,473,2024-04-14,13:44:00,13,Toothpaste,3,185.61,Personal Care,749,556.83,2024-04
1030,255,2024-03-12,11:07:00,11,Floor Cleaner,1,112.43,Household,599,112.43,2024-03
1030,255,2024-03-12,11:07:00,11,Educational Book,2,27.75,Books,352,55.5,2024-03
1030,255,2024-03-12,11:07:00,11,Pen,2,257.21,Stationery,160,514.42,2024-03
1030,255,2024-03-12,11:07:00,11,Detergent,3,338.73,Household,299,1016.19,2024-03
1031,78,2024-05-05,11:27:00,11,Butter,1,233.33,Dairy & Eggs,280,233.33,2024-05
1031,78,2024-05-05,11:27:00,11,Pasta,3,392.1,Grains & Staples,516,1176.3000000000002,2024-05
1031,78,2024-05-05,11:27:00,11,Toilet Paper,1,186.25,Household,142,186.25,2024-05
1032,102,2024-05-23,11:00:00,11,Salt,3,476.83,Grains & Staples,214,1430.49,2024-05
1032,102,2024-05-23,11:00:00,11,Fiction Book,3,232.85,Books,437,698.55,2024-05
1032,102,2024-05-23,11:00:00,11,Spices,3,106.29,Grains & Staples,129,318.87,2024-05
1033,347,2024-10-27,12:25:00,12,Marker,3,91.93,Stationery,307,275.79,2024-10
1033,347,2024-10-27,12:25:00,12,Chips,2,234.13,Snacks,456,468.26,2024-10
1033,347,2024-10-27,12:25:00,12,Marker,1,482.51,Stationery,311,482.51,2024-10
1033,347,2024-10-27,12:25:00,12,Dress,3,452.2,Clothing,237,1356.6,2024-10
1034,449,2024-11-26,19:49:00,19,Cooking Oil,1,119.37,Grains & Staples,592,119.37,2024-11
1034,449,2024-11-26,19:49:00,19,Pasta,1,355.34,Grains & Staples,172,355.34,2024-11
1034,449,2024-11-26,19:49:00,19,Shoes,1,296.43,Footwear,991,296.43,2024-11
1034,449,2024-11-26,19:49:00,19,Pastry,1,103.04,Bakery,780,103.04,2024-11
1035,55,2024-06-26,21:04:00,21,Jeans,2,68.59,Clothing,258,137.18,2024-06
1035,55,2024-06-26,21:04:00,21,Banana,2,235.72,Fruits & Vegetables,310,471.44,2024-06
1035,55,2024-06-26,21:04:00,21,Cookies,2,213.55,Bakery,679,427.1,2024-06
1035,55,2024-06-26,21:04:00,21,Beef,1,291.08,Meat & Seafood,490,291.08,2024-06
1035,55,2024-06-26,21:04:00,21,Phone Cover,2,424.49,Electronics,617,848.98,2024-06
1035,55,2024-06-26,21:04:00,21,Tea,3,420.71,Beverages,428,1262.1299999999999,2024-06
1036,298,2024-04-05,13:34:00,13,Pastry,3,159.69,Bakery,234,479.07,2024-04
1036,298,2024-04-05,13:34:00,13,Yogurt,2,410.88,Dairy & Eggs,931,821.76,2024-04
1036,298,2024-04-05,13:34:00,13,Spices,2,186.3,Grains & Staples,857,372.6,2024-04
1036,298,2024-04-05,13:34:00,13,Toilet Paper,3,379.55,Household,521,1138.65,2024-04
1036,298,2024-04-05,13:34:00,13,Soda,3,144.85,Beverages,849,434.54999999999995,2024-04
1037,94,2024-11-01,22:05:00,22,Electric Kettle,3,419.92,Electronics,879,1259.76,2024-11
1037,94,2024-11-01,22:05:00,22,Pen,1,131.12,Stationery,980,131.12,2024-11
1037,94,2024-11-01,22:05:00,22,Popcorn,3,219.7,Snacks,661,659.0999999999999,2024-11
1037,94,2024-11-01,22:05:00,22,Diapers,2,127.0,Baby Care,514,254.0,2024-11
1037,94,2024-11-01,22:05:00,22,Detergent,2,223.23,Household,144,446.46,2024-11
1037,94,2024-11-01,22:05:00,22,Shoes,1,213.11,Footwear,727,213.11,2024-11
1037,94,2024-11-01,22:05:00,22,Cookies,3,360.83,Bakery,748,1082.49,2024-11
1038,420,2024-08-19,19:01:00,19,Eggs,2,28.22,Dairy & Eggs,680,56.44,2024-08
1038,420,2024-08-19,19:01:00,19,Toilet Paper,1,416.24,Household,689,416.24,2024-08
1038,420,2024-08-19,19:01:00,19,Saree,3,441.32,Clothing,975,1323.96,2024-08
1038,420,2024-08-19,19:01:00,19,Pen,2,327.77,Stationery,600,655.54,2024-08
1038,420,2024-08-19,19:01:00,19,Cheese,3,211.41,Dairy & Eggs,814,634.23,2024-08
1038,420,2024-08-19,19:01:00,19,Electric Kettle,2,288.16,Electronics,124,576.32,2024-08
1038,420,2024-08-19,19:01:00,19,Tea,1,327.53,Beverages,415,327.53,2024-08
1039,487,2024-07-27,9:57:00,9,Salt,1,99.86,Grains & Staples,237,99.86,2024-07
1039,487,2024-07-27,9:57:00,9,Baby Food,1,53.62,Baby Care,370,53.62,2024-07
1039,487,2024-07-27,9:57:00,9,Dress,2,280.95,Clothing,326,561.9,2024-07
1039,487,2024-07-27,9:57:00,9,Pain Reliever,2,463.02,Health & Wellness,971,926.04,2024-07
1039,487,2024-07-27,9:57:00,9,Detergent,3,285.97,Household,972,857.9100000000001,2024-07
1039,487,2024-07-27,9:57:00,9,Mixer Grinder,2,468.26,Electronics,779,936.52,2024-07
1040,206,2024-07-16,17:15:00,17,Orange,2,144.07,Fruits & Vegetables,400,288.14,2024-07
1040,206,2024-07-16,17:15:00,17,Orange,3,346.11,Fruits & Vegetables,417,1038.33,2024-07
1040,206,2024-07-16,17:15:00,17,Cake,1,68.47,Bakery,991,68.47,2024-07
1041,359,2024-12-11,19:16:00,19,Pain Reliever,1,378.99,Health & Wellness,440,378.99,2024-12
1041,359,2024-12-11,19:16:00,19,Yogurt,3,330.97,Dairy & Eggs,709,992.9100000000001,2024-12
1041,359,2024-12-11,19:16:00,19,Banana,3,60.5,Fruits & Vegetables,297,181.5,2024-12
1041,359,2024-12-11,19:16:00,19,Phone Cover,1,440.04,Electronics,577,440.04,2024-12
1041,359,2024-12-11,19:16:00,19,Toilet Paper,3,446.32,Household,659,1338.96,2024-12
1041,359,2024-12-11,19:16:00,19,Eggs,1,267.12,Dairy & Eggs,138,267.12,2024-12
1041,359,2024-12-11,19:16:00,19,Popcorn,3,390.98,Snacks,909,1172.94,2024-12
1042,459,2024-09-05,18:06:00,18,Prawns,3,294.73,Meat & Seafood,531,884.19,2024-09
1042,459,2024-09-05,18:06:00,18,Saree,1,25.75,Clothing,564,25.75,2024-09
1042,459,2024-09-05,18:06:00,18,Saree,2,142.47,Clothing,864,284.94,2024-09
1043,367,2024-12-14,21:08:00,21,Yogurt,3,403.17,Dairy & Eggs,579,1209.51,2024-12
1043,367,2024-12-14,21:08:00,21,Toilet Paper,3,64.92,Household,523,194.76,2024-12
1043,367,2024-12-14,21:08:00,21,Floor Cleaner,3,176.77,Household,695,530.3100000000001,2024-12
1043,367,2024-12-14,21:08:00,21,Shirt,3,346.54,Clothing,685,1039.6200000000001,2024-12
1043,367,2024-12-14,21:08:00,21,Tissue,2,470.72,Household,699,941.44,2024-12
1043,367,2024-12-14,21:08:00,21,Earphones,1,456.48,Electronics,665,456.48,2024-12
1043,367,2024-12-14,21:08:00,21,Soda,3,135.64,Beverages,491,406.91999999999996,2024-12
1044,130,2024-08-12,13:46:00,13,Fish,3,396.75,Meat & Seafood,375,1190.25,2024-08
1044,130,2024-08-12,13:46:00,13,Dress,1,109.39,Clothing,944,109.39,2024-08
1044,130,2024-08-12,13:46:00,13,Pastry,2,191.88,Bakery,268,383.76,2024-08
1045,390,2024-08-27,12:38:00,12,Apple,3,477.98,Fruits & Vegetables,286,1433.94,2024-08
1045,390,2024-08-27,12:38:00,12,Salt,2,73.41,Grains & Staples,930,146.82,2024-08
1045,390,2024-08-27,12:38:00,12,Cheese,3,263.69,Dairy & Eggs,727,791.0699999999999,2024-08
1045,390,2024-08-27,12:38:00,12,Jeans,3,90.94,Clothing,229,272.82,2024-08
1045,390,2024-08-27,12:38:00,12,Electric Kettle,1,141.05,Electronics,347,141.05,2024-08
1045,390,2024-08-27,12:38:00,12,Chicken Breast,1,271.3,Meat & Seafood,221,271.3,2024-08
1046,356,2024-07-15,7:47:00,7,Fish,3,216.25,Meat & Seafood,235,648.75,2024-07
1046,356,2024-07-15,7:47:00,7,Vitamins,2,393.94,Health & Wellness,265,787.88,2024-07
1046,356,2024-07-15,7:47:00,7,Jeans,2,498.59,Clothing,411,997.18,2024-07
1046,356,2024-07-15,7:47:00,7,Tissue,1,429.93,Household,890,429.93,2024-07
1046,356,2024-07-15,7:47:00,7,Toothpaste,1,475.81,Personal Care,296,475.81,2024-07
1046,356,2024-07-15,7:47:00,7,Eggs,1,176.41,Dairy & Eggs,508,176.41,2024-07
1046,356,2024-07-15,7:47:00,7,Pain Reliever,2,260.77,Health & Wellness,666,521.54,2024-07
1047,221,2024-05-21,14:00:00,14,Electric Kettle,1,36.75,Electronics,852,36.75,2024-05
1047,221,2024-05-21,14:00:00,14,Dishwashing Liquid,2,224.81,Household,131,449.62,2024-05
1047,221,2024-05-21,14:00:00,14,Floor Cleaner,1,198.91,Household,707,198.91,2024-05
1048,488,2024-12-09,16:58:00,16,Chicken Breast,1,357.51,Meat & Seafood,946,357.51,2024-12
1048,488,2024-12-09,16:58:00,16,Chocolate,2,310.42,Snacks,231,620.84,2024-12
1048,488,2024-12-09,16:58:00,16,Yogurt,2,314.51,Dairy & Eggs,768,629.02,2024-12
1049,488,2024-03-29,15:44:00,15,Shoes,2,246.1,Footwear,213,492.2,2024-03
1049,488,2024-03-29,15:44:00,15,Apple,3,414.16,Fruits & Vegetables,174,1242.48,2024-03
1049,488,2024-03-29,15:44:00,15,Cheese,2,263.95,Dairy & Eggs,509,527.9,2024-03
1049,488,2024-03-29,15:44:00,15,Bread,1,128.86,Bakery,210,128.86,2024-03
1049,488,2024-03-29,15:44:00,15,Chicken Breast,3,110.49,Meat & Seafood,745,331.46999999999997,2024-03
1049,488,2024-03-29,15:44:00,15,Tomato,1,362.28,Fruits & Vegetables,338,362.28,2024-03
1050,194,2024-05-05,6:13:00,6,Biscuits,2,445.71,Snacks,976,891.42,2024-05
1050,194,2024-05-05,6:13:00,6,Tissue,2,376.97,Household,705,753.94,2024-05
1050,194,2024-05-05,6:13:00,6,Spinach,1,372.68,Fruits & Vegetables,594,372.68,2024-05
1050,194,2024-05-05,6:13:00,6,Lentils,2,235.26,Grains & Staples,154,470.52,2024-05
1050,194,2024-05-05,6:13:00,6,Fish,3,468.22,Meat & Seafood,336,1404.66,2024-05
1050,194,2024-05-05,6:13:00,6,Toilet Paper,3,77.82,Household,991,233.45999999999998,2024-05
1051,53,2024-12-20,6:47:00,6,Onion,2,359.34,Fruits & Vegetables,890,718.68,2024-12
1051,53,2024-12-20,6:47:00,6,Salt,1,296.92,Grains & Staples,531,296.92,2024-12
1051,53,2024-12-20,6:47:00,6,Energy Drink,3,245.45,Beverages,959,736.3499999999999,2024-12
1051,53,2024-12-20,6:47:00,6,Carrot,2,131.39,Fruits & Vegetables,990,262.78,2024-12
1052,165,2024-02-05,6:16:00,6,Baby Food,3,482.88,Baby Care,271,1448.6399999999999,2024-02
1052,165,2024-02-05,6:16:00,6,Butter,2,19.14,Dairy & Eggs,441,38.28,2024-02
1052,165,2024-02-05,6:16:00,6,Prawns,3,16.42,Meat & Seafood,608,49.260000000000005,2024-02
1052,165,2024-02-05,6:16:00,6,Cheese,1,252.87,Dairy & Eggs,130,252.87,2024-02
1052,165,2024-02-05,6:16:00,6,Notebook,2,332.82,Stationery,595,665.64,2024-02
1053,135,2024-05-03,9:53:00,9,Soap,2,344.37,Personal Care,938,688.74,2024-05
1053,135,2024-05-03,9:53:00,9,Prawns,2,273.26,Meat & Seafood,411,546.52,2024-05
1053,135,2024-05-03,9:53:00,9,Eggs,3,307.39,Dairy & Eggs,818,922.17,2024-05
1054,323,2024-09-25,21:03:00,21,Mixer Grinder,1,292.75,Electronics,863,292.75,2024-09
1054,323,2024-09-25,21:03:00,21,Tea,1,300.34,Beverages,612,300.34,2024-09
1054,323,2024-09-25,21:03:00,21,Eggs,2,308.42,Dairy & Eggs,168,616.84,2024-09
1054,323,2024-09-25,21:03:00,21,Eggs,3,167.09,Dairy & Eggs,600,501.27,2024-09
1054,323,2024-09-25,21:03:00,21,Prawns,3,339.7,Meat & Seafood,817,1019.0999999999999,2024-09
1054,323,2024-09-25,21:03:00,21,Bread,2,203.11,Bakery,285,406.22,2024-09
1055,272,2024-04-21,14:33:00,14,Chocolate,3,173.48,Snacks,739,520.4399999999999,2024-04
1055,272,2024-04-21,14:33:00,14,Popcorn,3,24.6,Snacks,378,73.80000000000001,2024-04
1055,272,2024-04-21,14:33:00,14,Orange,1,188.12,Fruits & Vegetables,789,188.12,2024-04
1055,272,2024-04-21,14:33:00,14,Tea,3,22.34,Beverages,131,67.02,2024-04
1055,272,2024-04-21,14:33:00,14,Carrot,1,333.81,Fruits & Vegetables,848,333.81,2024-04
1055,272,2024-04-21,14:33:00,14,Jeans,3,300.95,Clothing,315,902.8499999999999,2024-04
1055,272,2024-04-21,14:33:00,14,Coffee,2,95.58,Beverages,654,191.16,2024-04
1056,243,2024-05-19,20:45:00,20,Chips,1,156.76,Snacks,300,156.76,2024-05
1056,243,2024-05-19,20:45:00,20,Chicken Breast,3,257.11,Meat & Seafood,125,771.33,2024-05
1056,243,2024-05-19,20:45:00,20,Cake,3,37.91,Bakery,180,113.72999999999999,2024-05
1057,282,2024-07-15,17:08:00,17,Beef,1,75.76,Meat & Seafood,881,75.76,2024-07
1057,282,2024-07-15,17:08:00,17,Phone Cover,1,220.79,Electronics,546,220.79,2024-07
1057,282,2024-07-15,17:08:00,17,Croissant,1,422.38,Bakery,541,422.38,2024-07
1057,282,2024-07-15,17:08:00,17,Mixer Grinder,3,254.66,Electronics,186,763.98,2024-07
1057,282,2024-07-15,17:08:00,17,Juice,2,138.67,Beverages,199,277.34,2024-07
1057,282,2024-07-15,17:08:00,17,Prawns,3,39.81,Meat & Seafood,334,119.43,2024-07
1058,114,2024-11-10,17:19:00,17,Croissant,3,437.91,Bakery,154,1313.73,2024-11
1058,114,2024-11-10,17:19:00,17,Wheat Flour,3,415.41,Grains & Staples,797,1246.23,2024-11
1058,114,2024-11-10,17:19:00,17,Phone Cover,2,232.5,Electronics,264,465.0,2024-11
1058,114,2024-11-10,17:19:00,17,Energy Drink,2,33.48,Beverages,105,66.96,2024-11
1058,114,2024-11-10,17:19:00,17,Tomato,2,255.93,Fruits & Vegetables,930,511.86,2024-11
